"","ID","consumption_unit_total","calendar_month","community","year","temperature","NumOfConnected-COMMELEC","NumOfConnected-FREENRESIE","NumOfConnected-FREERESIE","NumOfConnected-GOVTELEC","NumOfConnected-INDTELEC","NumOfConnected-RESIEXPE","NumOfConnected-RESINATE","NumOfConnected-RESINATSE","NumOfConnected-ENORATE","NumOfConnected-TOTAL","Expat_Ratio","Community.Name","One.Storey.Building","Multi.Storey.Building","Multi.Storey.Ratio.Building","Private.Villa","Investment.Villa","Arabic.House","Public.Building","Industrial.Building","Other.Buildings","Total.Buildings","population","Avg_Consumption_per_person","population_density"
"1179","201709-615",2713910.509,"201709","615","2017",35.5,22,3,2,23,0,1,141,4,0,196,0.00684931506849315,"NADD AL SHIBA SECOND",3,1,0,217,0,0,9,0,0,230,2175,1247.77494666667,9.45652173913044
"1180","201709-616",3839854.928,"201709","616","2017",35.5,108,0,0,11,0,0,3,0,0,122,0,"NADD AL SHIBA THIRD",0,2,0,64,1411,0,10,0,0,1487,94,40849.5205106383,0.0632145258910558
"1181","201709-617",1094459.91,"201709","617","2017",35.5,15,1,0,7,0,12,206,8,0,249,0.0530973451327434,"NADD AL SHIBA FOURTH",0,0,0,729,0,0,18,0,0,747,2525,433.449469306931,3.38018741633199
"1182","201709-618",3545744.595,"201709","618","2017",35.5,28,0,0,2,0,1091,33,0,0,1154,0.970640569395018,"NADD AL SHIBA FIRST",1,43,0,99,1307,0,35,0,1,1486,3633,975.98254748142,2.44481830417227
"1183","201709-621",36888140.694,"201709","621","2017",35.5,6335,1,0,10,9,28525,370,7,0,35257,0.986955920005536,"WARSAN FIRST",0,470,0,0,934,0,32,0,93,1529,94460,390.515992949397,61.7789404839765
"1184","201709-622",1758391.985,"201709","622","2017",35.5,12,7,5,6,2,94,4,0,0,130,0.959183673469388,"WARSAN SECOND",7,3,0,0,92,0,18,1,0,121,764,2301.56018979058,6.31404958677686
"1185","201709-624",1400481.039,"201709","624","2017",35.5,38,0,0,2,0,1910,49,1,0,2000,0.974489795918367,"WARSAN FOURTH",0,77,0,0,0,0,2,1,0,80,4723,296.523616133813,59.0375
"1186","201709-626",8351330.482,"201709","626","2017",35.5,606,0,0,2,37,7381,172,2,0,8200,0.976968894771674,"NADD HESSA",0,132,11,0,1766,0,58,0,2,1969,34074,245.09392739332,17.3052310817674
"1187","201709-630",19046439.77,"201709","630","2017",35.5,1265,2,0,60,3,8723,189,0,0,10242,0.978792639138241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","201709-631",1416582.394,"201709","631","2017",35.5,15,0,0,0,0,1,0,0,0,16,1,"HADAEQ SHEIKH MOHAMMED BIN RASHID",4,8,0,0,1194,0,15,1,9,1231,51,27776.125372549,0.041429731925264
"1189","201709-641",508695.002,"201709","641","2017",35.5,4,1,0,2,0,0,36,0,0,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","201709-643",4376450.534,"201709","643","2017",35.5,51,0,0,0,0,3305,128,3,0,3487,0.961874272409779,"WADI AL SAFA 2",0,49,0,1,654,0,16,0,1,721,7865,556.446348887476,10.9084604715673
"1191","201709-645",7638350.584,"201709","645","2017",35.5,81,0,0,0,0,1732,54,0,0,1867,0.96976483762598,"WADI AL SAFA 3",1,31,1,6,2251,0,20,1,2,2313,4895,1560.43934300306,2.11629917855599
"1192","201709-648",8670610.894,"201709","648","2017",35.5,117,0,0,3,0,5761,178,0,0,6059,0.970028624347533,"WADI AL SAFA 5",0,45,1,35,1826,0,9,0,1,1917,15903,545.218568446205,8.29577464788732
"1193","201709-664",13241451.66,"201709","664","2017",35.5,178,1,0,5,0,4169,81,0,0,4434,0.980941176470588,"WADI AL ASAFA 6",1,1,0,0,4288,0,13,0,0,4303,12380,1069.58414054927,2.87706251452475
"1194","201709-665",1637621.9,"201709","665","2017",35.5,53,0,0,2,0,577,11,0,0,643,0.981292517006803,"WADI AL ASAFA 7",0,28,0,0,2644,0,21,0,0,2693,6492,252.252295132471,2.4106943928704
"1195","201709-671",9032033.888,"201709","671","2017",35.5,71,1,0,18,0,135,1460,222,0,1907,0.0742982938910292,"AL BARSHA SOUTH FIRST",0,0,0,2139,0,0,20,0,0,2159,11194,806.863845631588,5.18480778138027
"1196","201709-672",5061617.855,"201709","672","2017",35.5,70,1,0,5,0,984,162,8,0,1230,0.852686308492201,"AL BARSHA SOUTH SECOND",0,6,0,700,440,0,24,0,0,1170,4410,1147.75915079365,3.76923076923077
"1197","201709-673",6019767.691,"201709","673","2017",35.5,277,0,0,2,0,2196,38,0,0,2513,0.982990152193375,"AL BARSHA SOUTH THIRD",0,46,0,0,0,0,17,0,0,63,2784,2162.27287751437,44.1904761904762
"1198","201709-674",12581296.427,"201709","674","2017",35.5,479,0,0,5,0,2998,24,0,0,3506,0.992058239576439,"AL HEBIAH FIRST",0,65,0,0,551,0,33,0,0,649,8561,1469.60593704007,13.191063174114
"1199","201709-675",4070091.793,"201709","675","2017",35.5,252,0,1,3,0,532,5,0,0,793,0.990689013035382,"AL HEBIAH SECOND",1,8,0,0,65,0,33,0,0,107,817,4981.75250061199,7.63551401869159
"1200","201709-676",4098898.766,"201709","676","2017",35.5,17,0,0,0,0,2037,39,0,0,2093,0.98121387283237,"AL HEBIAH THIRD",0,39,0,0,1934,0,7,0,0,1980,1470,2788.36650748299,0.742424242424242
"1201","201709-681",10400318.474,"201709","681","2017",35.5,324,1,0,16,0,8838,149,0,0,9328,0.983420496272393,"AL BARSHA SOUTH FOURTH",0,114,0,0,2230,0,7,0,0,2351,15214,683.60184527409,6.47128881327095
"1202","201709-682",13555801.46,"201709","682","2017",35.5,156,0,0,5,1,9154,79,0,0,9395,0.991443734430846,"AL HEBIAH FOURTH",0,49,4,0,1149,0,23,0,1,1226,13422,1009.96881686783,10.9477977161501
"1203","201709-683",2152547.738,"201709","683","2017",35.5,66,0,0,1,0,3492,52,0,0,3611,0.985327313769752,"AL HEBIAH FIFTH",0,74,0,0,0,0,11,0,1,86,5949,361.833541435535,69.1744186046512
"1204","201709-684",4011960.064,"201709","684","2017",35.5,65,1,1,6,0,2090,65,0,0,2228,0.969837587006961,"AL BARSHA SOUTH FIFTH",0,12,0,0,1604,0,6,0,0,1622,5145,779.778438095238,3.17200986436498
"1205","201709-685",6291771.767,"201709","685","2017",35.5,436,2,2,10,7,5745,58,2,0,6262,0.989664082687339,"ME'AISEM FIRST",1,34,0,0,872,0,131,0,1,1039,10021,627.85867348568,9.64485081809432
"1206","201709-700",3619490.185,"201709","700","2017",35.5,52,0,25,36,0,5,120,1,0,239,0.0396825396825397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","201709-711",3380016.512,"201709","711","2017",35.5,131,0,1,31,0,100,107,10,0,380,0.460829493087558,"AL AWIR FIRST",85,2,0,234,0,0,32,0,12,365,2983,1133.09303117667,8.17260273972603
"1208","201709-721",12341498.979,"201709","721","2017",35.5,107,0,24,17,0,92,294,26,0,560,0.223300970873786,"AL AWIR SECOND",177,0,0,291,0,0,38,0,22,528,4621,2670.74204263147,8.75189393939394
"1209","201709-731",310165.203,"201709","731","2017",35.5,44,0,0,0,0,22,53,10,0,129,0.258823529411765,"LEHBAB FIRST",67,3,0,122,0,0,22,0,10,224,2806,110.536423022096,12.5267857142857
"1210","201709-735",17274.675,"201709","735","2017",35.5,0,0,0,0,0,0,2,0,0,2,0,"AL MERYAL",81,0,0,6,0,0,4,0,2,93,718,24.0594359331476,7.72043010752688
"1211","201709-736",77531.196,"201709","736","2017",35.5,0,0,0,0,0,0,4,0,0,4,0,"NAZWA",10,0,0,21,0,0,2,0,2,35,450,172.291546666667,12.8571428571429
"1212","201709-799",575.552,"201709","799","2017",35.5,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","201709-800",26761638.406,"201709","800","2017",35.5,351,4,10,180,33,662,210,11,0,1461,0.749716874292186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","201709-811",1723682.474,"201709","811","2017",35.5,105,5,0,7,2,10,23,0,0,152,0.303030303030303,"Warsan Third",5,72,0,0,0,0,178,14,28,297,13260,129.991136802413,44.6464646464646
"1215","201709-812",1050576.116,"201709","812","2017",35.5,29,0,0,0,0,0,0,0,0,29,NA,"AL ROWAIYAH FIRST",0,16,0,0,0,0,39,0,1,56,2696,389.679568249258,48.1428571428571
"1216","201709-813",2752841.089,"201709","813","2017",35.5,9,0,0,5,0,0,3,0,0,17,0,"AL ROWAIYAH SECOND",1,0,0,0,0,0,18,0,0,19,25,110113.64356,1.31578947368421
"1217","201709-814",948514.816,"201709","814","2017",35.5,72,0,0,15,0,0,0,0,0,87,NA,"AL ROWAIYAH THIRD",67,4,0,3,202,0,113,0,5,394,3800,249.609162105263,9.64467005076142
"1218","201709-824",37017.946,"201709","824","2017",35.5,1,0,0,0,0,0,0,0,0,1,NA,"UMM AL DAMAN",3,0,0,5,300,0,2,0,0,310,48,771.207208333333,0.154838709677419
"1219","201709-826",127,"201709","826","2017",35.5,0,1,0,0,0,0,0,0,0,1,NA,"LE HEMAIRA",1,0,0,0,0,0,3,2,9,15,51,2.49019607843137,3.4
"1220","201709-831",135306.672,"201709","831","2017",35.5,30,0,0,0,0,4,3,0,0,37,0.571428571428571,"LEHBAB SECOND",57,2,0,44,0,0,17,0,13,133,1264,107.046417721519,9.50375939849624
"1221","201709-841",331177.465,"201709","841","2017",35.5,263,0,0,4,0,1,5,0,0,273,0.166666666666667,"MARGHAM",24,2,0,45,0,0,33,2,19,125,888,372.947595720721,7.104
"1222","201709-845",13940.055,"201709","845","2017",35.5,13,0,0,0,0,3,0,0,0,16,1,"AL MAHA",42,1,0,4,0,0,10,0,1,58,168,82.9765178571429,2.89655172413793
"1223","201709-891",5146328.215,"201709","891","2017",35.5,283,1,6,70,3,269,302,26,0,960,0.450586264656616,"HATTA",60,14,0,1061,9,317,105,2,19,1587,12769,403.032987313024,8.04599873976055
"1224","201709-900",27618586.054,"201709","900","2017",35.5,334,18,4,153,2,33,302,8,0,854,0.0962099125364431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","201709-911",93123.934,"201709","911","2017",35.5,4,3,0,0,0,0,1,0,0,8,0,"UMM NAHAD FIRST",0,0,0,0,0,0,6,0,2,8,8,11640.49175,1
"1226","201709-912",29653.129,"201709","912","2017",35.5,3,0,0,0,0,0,0,0,0,3,NA,"UMM NAHAD SECOND",0,0,0,0,0,0,2,0,0,2,2,14826.5645,1
"1227","201709-913",2400120.227,"201709","913","2017",35.5,12,0,0,0,0,6,0,0,0,18,1,"UMM NAHAD THIRD",36,9,0,0,10,0,3,1,24,83,2329,1030.5368085015,28.0602409638554
"1228","201709-915",1328317.432,"201709","915","2017",35.5,7,0,1,14,0,2,1,0,0,25,0.666666666666667,"AL YUFRAH 1",1,1,0,0,0,0,3,0,5,10,403,3296.07303225806,40.3
"1229","201709-916",40415.64,"201709","916","2017",35.5,0,0,0,10,0,0,0,0,0,10,NA,"AL YUFRAH 2",0,0,0,0,342,0,0,0,0,342,2,20207.82,0.00584795321637427
"1230","201709-917",2057106.9,"201709","917","2017",35.5,19,0,1,17,0,4,10,0,0,51,0.285714285714286,"AL MARMOOM",6,1,0,0,0,0,7,1,2,17,75,27428.092,4.41176470588235
"1231","201709-921",2799982.228,"201709","921","2017",35.5,4,0,0,0,0,1756,72,0,0,1832,0.960612691466083,"AL YALAYIS 1",0,0,0,0,3202,0,5,0,0,3207,0,Inf,0
"1232","201709-922",10476.786,"201709","922","2017",35.5,0,0,0,0,0,6,0,0,0,6,1,"AL YALAYIS 2",1,18,0,3,1777,0,6,1,0,1806,217,48.2801198156682,0.12015503875969
"1233","201709-931",1550418.377,"201709","931","2017",35.5,41,0,0,7,0,23,212,2,0,285,0.0970464135021097,"ALLESAILY",64,8,0,194,0,59,44,0,434,803,2514,616.713753778839,3.1307596513076
"1234","201709-941",969601.308,"201709","941","2017",35.5,2,0,0,7,0,0,4,0,0,13,0,"GRAYTEESAH",85,1,0,5,0,0,9,1,105,206,55,17629.1146909091,0.266990291262136
"1235","201709-951",1301746.214,"201709","951","2017",35.5,5,0,0,0,0,0,2,0,0,7,0,"SAIH AL SALAM",29,1,0,10,0,0,3,0,1,44,589,2210.09543972835,13.3863636363636
"1236","201709-961",402247.473,"201709","961","2017",35.5,4,0,0,1,0,2,31,0,0,38,0.0606060606060606,"AL SELAL",51,2,0,18,13,0,5,0,3,92,658,611.318348024316,7.15217391304348
"1237","201709-967",163952.458,"201709","967","2017",35.5,1,0,0,1,0,0,1,0,0,3,0,"GHADEER BARASHY",1,0,0,3,0,0,5,0,5,14,7,23421.7797142857,0.5
"1238","201710-111",6308743.483,"201710","111","2017",31.9,23,0,0,13,0,0,0,0,0,36,NA,"AL CORNICHE",0,2,0,0,0,0,4,0,0,6,1550,4070.15708580645,258.333333333333
"1239","201710-112",13608596.336,"201710","112","2017",31.9,3031,0,0,22,0,1067,10,0,0,4130,0.990714948932219,"AL RAS",0,204,0,0,0,12,185,0,0,401,6621,2055.36872617429,16.5112219451372
"1240","201710-113",16609330.234,"201710","113","2017",31.9,3183,0,0,4,0,1496,7,0,0,4690,0.995342648037259,"AL DAGHAYA",0,307,0,0,0,21,55,0,0,383,14963,1110.02674824567,39.0678851174935
"1241","201710-114",13358138.15,"201710","114","2017",31.9,3369,0,0,4,0,591,3,0,0,3967,0.994949494949495,"AL BUTEEN",0,174,0,0,0,1,157,0,0,332,2563,5211.91500195084,7.71987951807229
"1242","201710-115",8583449.505,"201710","115","2017",31.9,1327,0,0,8,0,291,0,0,0,1626,1,"AL SABKHA",0,73,0,0,0,0,33,0,0,106,3750,2288.919868,35.377358490566
"1243","201710-116",19022865.013,"201710","116","2017",31.9,2781,0,1,9,0,2411,9,0,0,5211,0.996280991735537,"AYAL NASIR",0,250,0,0,0,11,20,0,0,281,18512,1027.59642464347,65.8790035587189
"1244","201710-117",34210676.543,"201710","117","2017",31.9,7685,0,0,7,0,6337,23,1,0,14053,0.996227008332023,"AL MURAR",1,529,0,0,0,11,30,0,0,571,37371,915.433800085628,65.4483362521891
"1245","201710-118",61189411.49,"201710","118","2017",31.9,11185,0,0,15,0,7471,36,1,0,18708,0.995071923281833,"NAIF",2,678,0,4,0,42,114,0,0,840,47497,1288.27950165274,56.5440476190476
"1246","201710-119",51938825.163,"201710","119","2017",31.9,2045,0,0,38,0,2100,22,0,0,4205,0.989632422243167,"AL RIGGA",0,94,0,0,0,2,44,0,0,140,9976,5206.37782307538,71.2571428571429
"1247","201710-121",186591.645,"201710","121","2017",31.9,13,0,2,7,0,0,0,0,0,22,NA,"CORNICHE DEIRA",0,0,0,0,0,0,8,0,0,8,14,13327.9746428571,1.75
"1248","201710-122",28356420.106,"201710","122","2017",31.9,695,0,0,39,0,4657,124,2,0,5517,0.973656700815388,"AL BARAHA",2,200,0,92,180,20,37,0,1,532,23838,1189.54694630422,44.8082706766917
"1249","201710-123",40359175.374,"201710","123","2017",31.9,1201,0,3,27,0,4876,129,8,0,6244,0.972671055256334,"AL MUTEENA",10,393,0,128,171,118,63,0,0,883,42804,942.883267311466,48.475651189128
"1250","201710-124",128129204.487,"201710","124","2017",31.9,3708,0,1,41,0,11063,123,3,0,14939,0.988738940030387,"AL MURAQQABAT",0,411,0,5,0,25,75,0,0,516,68058,1882.64721982721,131.895348837209
"1251","201710-125",30516881.724,"201710","125","2017",31.9,868,0,0,26,0,936,27,1,0,1858,0.970954356846473,"RIGGAT AL BUTEEN",0,22,2,0,0,1,26,0,0,51,6690,4561.56677488789,131.176470588235
"1252","201710-126",20367925.773,"201710","126","2017",31.9,189,0,0,30,0,1399,322,22,0,1962,0.802639127940333,"ABU HAIL",5,106,0,484,459,348,33,0,3,1438,15878,1282.77653186799,11.0417246175243
"1253","201710-127",53187741.005,"201710","127","2017",31.9,2386,0,2,39,3,6480,189,45,0,9144,0.96514745308311,"HOR AL ANZ",18,685,0,90,505,688,86,0,13,2085,79735,667.056386843921,38.242206235012
"1254","201710-128",21819237.237,"201710","128","2017",31.9,1650,0,0,42,3,127,4,0,0,1826,0.969465648854962,"AL KHABAISI",5,18,0,6,0,10,189,0,238,466,1775,12292.5280208451,3.80901287553648
"1255","201710-129",78548931.911,"201710","129","2017",31.9,2528,0,3,72,0,2214,30,0,0,4847,0.986631016042781,"PORT SAEED",0,136,0,0,92,25,83,0,0,336,12513,6277.38607136578,37.2410714285714
"1256","201710-131",1995768.238,"201710","131","2017",31.9,75,0,1,31,0,2,0,0,0,109,1,"AL HAMRIYA PORT",0,1,0,0,0,0,40,0,96,137,460,4338.62660434783,3.35766423357664
"1257","201710-132",16196035.118,"201710","132","2017",31.9,59,0,0,27,0,644,398,62,0,1190,0.583333333333333,"AL WUHEIDA",0,11,0,559,46,421,18,0,0,1055,19388,835.363890963483,18.3772511848341
"1258","201710-133",40276932.765,"201710","133","2017",31.9,1764,0,0,84,1,4375,219,32,0,6475,0.945741461305664,"HOR AL ANZ EAST",0,75,0,136,0,114,30,0,5,360,19961,2017.78131180803,55.4472222222222
"1259","201710-134",31924150.359,"201710","134","2017",31.9,648,0,2,69,0,2925,433,13,0,4090,0.867695045980421,"AL MAMZAR",1,29,1,356,4,3,47,0,1,442,13218,2415.20278098048,29.9049773755656
"1260","201710-141",0,"201710","141","2017",31.9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","201710-213",3444270.244,"201710","213","2017",31.9,9,0,2,7,0,21,142,17,0,198,0.116666666666667,"NADD SHAMMA",0,0,0,189,0,0,7,0,1,197,2790,1234.50546379928,14.1624365482234
"1262","201710-214",81673582.725,"201710","214","2017",31.9,1734,0,2,75,5,1935,131,0,0,3882,0.936592449177154,"AL GARHOUD",3,45,8,99,1097,0,133,0,19,1404,17254,4733.60280079981,12.2891737891738
"1263","201710-215",35892655.207,"201710","215","2017",31.9,1583,0,6,36,79,177,3,0,0,1884,0.983333333333333,"UMM RAMOOL",3,4,0,0,85,1,436,27,298,854,2829,12687.4002145635,3.31264637002342
"1264","201710-216",40216154.913,"201710","216","2017",31.9,570,1,4,75,0,1396,998,155,0,3199,0.54766575127501,"AL RASHIDIYA",13,14,0,1112,440,904,81,0,1,2565,33719,1192.68527871526,13.1458089668616
"1265","201710-221",204743092.688,"201710","221","2017",31.9,481,0,1,65,17,2,0,0,0,566,1,"DUBAI INT'L AIRPORT",0,0,0,0,0,0,76,0,8,84,22,9306504.21309091,0.261904761904762
"1266","201710-226",24010474.721,"201710","226","2017",31.9,291,0,0,68,0,799,278,57,0,1493,0.704585537918871,"AL TWAR FIRST",1,11,0,425,63,25,35,0,0,560,10250,2342.48533863415,18.3035714285714
"1267","201710-227",7291442.199,"201710","227","2017",31.9,32,0,2,11,0,69,252,35,0,401,0.193820224719101,"AL TWAR SECOND",0,0,0,359,0,0,20,0,0,379,4378,1665.4733209228,11.5514511873351
"1268","201710-228",18789947.162,"201710","228","2017",31.9,50,0,0,24,0,93,673,54,0,894,0.113414634146341,"AL TWAR THIRD",0,0,0,864,0,0,25,0,1,890,9851,1907.41520272054,11.0685393258427
"1269","201710-231",39181817.407,"201710","231","2017",31.9,871,0,2,12,0,8784,160,14,0,9843,0.980576021433356,"AL NAHDA FIRST",1,69,1,0,0,0,21,0,0,92,23760,1649.0663891835,258.260869565217
"1270","201710-232",55902584.597,"201710","232","2017",31.9,672,1,2,44,0,11306,160,8,0,12193,0.985358201150427,"AL QUSAIS FIRST",0,190,0,0,0,0,54,0,3,247,41225,1356.03601205579,166.902834008097
"1271","201710-233",23895242.957,"201710","233","2017",31.9,748,0,0,36,0,2709,126,20,0,3639,0.948861646234676,"AL QUSAIS SECOND",0,47,0,165,3,43,45,0,8,311,11144,2144.22496024767,35.8327974276527
"1272","201710-234",10339711.779,"201710","234","2017",31.9,62,0,0,13,0,226,317,83,0,701,0.361022364217252,"AL QUSAIS THIRD",0,1,0,587,8,92,31,0,0,719,6480,1595.6345337963,9.0125173852573
"1273","201710-237",9630.698,"201710","237","2017",31.9,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","201710-238",146.835,"201710","238","2017",31.9,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","201710-241",61098957.902,"201710","241","2017",31.9,932,0,0,28,0,15098,300,38,0,16396,0.978103135527339,"AL NAHDA SECOND",0,243,0,0,0,0,20,0,0,263,54678,1117.43220128754,207.901140684411
"1276","201710-242",17964144.414,"201710","242","2017",31.9,1912,0,1,13,16,1423,16,1,0,3382,0.988194444444444,"AL QUSAIS IND. FIRST",1,43,0,0,0,0,82,12,227,365,8181,2195.83723432343,22.413698630137
"1277","201710-243",13815786.745,"201710","243","2017",31.9,1153,0,1,17,27,1095,23,2,0,2318,0.977678571428571,"AL QUSAIS IND. SECOND",5,23,0,0,0,0,64,2,84,178,7875,1754.3856184127,44.2415730337079
"1278","201710-244",8016927.634,"201710","244","2017",31.9,24,0,2,12,0,76,370,76,0,560,0.145593869731801,"MUHAISANAH THIRD",0,0,0,598,0,10,16,0,0,624,5950,1347.38279563025,9.53525641025641
"1279","201710-245",45076773.031,"201710","245","2017",31.9,507,0,0,34,0,10639,622,58,0,11860,0.939924021556675,"MUHAISANAH FOURTH",5,134,0,0,0,422,33,0,0,594,27848,1618.67182673801,46.8821548821549
"1280","201710-246",9502880.845,"201710","246","2017",31.9,852,0,1,9,8,306,10,2,0,1188,0.962264150943396,"AL QUSAIS IND. THIRD",0,12,0,0,0,0,129,13,63,217,2335,4069.75625053533,10.7603686635945
"1281","201710-247",8711097.309,"201710","247","2017",31.9,755,0,1,8,13,406,24,9,0,1216,0.924829157175399,"AL QUSAIS IND. FOURTH",0,11,1,0,0,0,86,4,90,192,2188,3981.30589990859,11.3958333333333
"1282","201710-248",5411738.689,"201710","248","2017",31.9,350,1,1,14,6,356,19,2,0,749,0.944297082228117,"AL QUSAIS IND. FIFTH",0,19,0,0,0,0,26,2,93,140,600,9019.56448166667,4.28571428571429
"1283","201710-251",102394264.248,"201710","251","2017",31.9,1425,1,3,34,0,11323,2208,62,0,15056,0.833002280585596,"MIRDIF",86,141,0,890,8308,0,39,0,4,9468,57668,1775.58202552542,6.09083227714406
"1284","201710-252",304700.791,"201710","252","2017",31.9,2,1,1,3,0,0,0,0,0,7,NA,"MUSHRAIF",1,0,0,3,0,0,6,0,0,10,63,4836.52049206349,6.3
"1285","201710-261",21294525.163,"201710","261","2017",31.9,118,0,1,21,0,70,627,54,0,891,0.0932090545938748,"MUHAISNAH FIRST",0,14,0,883,0,0,29,0,2,928,7023,3032.1123683611,7.56788793103448
"1286","201710-262",40096723.397,"201710","262","2017",31.9,390,0,0,24,0,138,1397,115,0,2064,0.0836363636363636,"AL MIZHAR FIRST",1,0,0,1823,75,7,59,0,2,1967,15182,2641.06991153998,7.71835282155567
"1287","201710-263",22797885.994,"201710","263","2017",31.9,39,0,0,8,0,61,969,67,0,1144,0.0556061987237922,"AL MIZHAR SECOND",0,0,0,1216,8,0,15,0,0,1239,10463,2178.90528471758,8.44471347861178
"1288","201710-264",95131715.836,"201710","264","2017",31.9,396,0,1,24,0,784,0,0,0,1205,1,"MUHAISANAH SECOND",149,524,0,0,0,0,131,0,3,807,202918,468.818517016726,251.447335811648
"1289","201710-265",16707317.261,"201710","265","2017",31.9,44,0,0,16,0,11,1055,431,0,1557,0.00734802939211757,"OUD AL MUTEENA FIRST",1,0,0,2517,0,0,15,0,1,2534,12068,1384.43132756049,4.76243093922652
"1290","201710-266",3554248.06,"201710","266","2017",31.9,13,0,0,2,0,14,231,16,0,276,0.053639846743295,"OUD AL MUTEENA SECOND",0,0,0,667,0,0,7,0,0,674,4780,743.566539748954,7.0919881305638
"1291","201710-268",5074597.468,"201710","268","2017",31.9,14,0,0,3,0,132,418,56,0,623,0.217821782178218,"OUD AL MUTEENA THIRD",0,0,0,298,322,0,2,0,0,622,6110,830.539683797054,9.82315112540193
"1292","201710-271",9591259.808,"201710","271","2017",31.9,33,1,0,15,0,22,281,3,0,355,0.0718954248366013,"WADI ALAMARDI",212,1,0,174,40,0,23,0,60,510,3120,3074.12173333333,6.11764705882353
"1293","201710-281",23977095.412,"201710","281","2017",31.9,88,0,2,23,0,56,946,25,0,1140,0.0545277507302824,"AL KHWANEEJ FIRST",35,0,0,2005,0,0,23,0,1,2064,11169,2146.75399874653,5.41133720930233
"1294","201710-282",5840465.938,"201710","282","2017",31.9,118,0,0,7,1,23,205,20,0,374,0.092741935483871,"AL KHWANEEJ SECOND",58,1,0,682,0,25,19,0,6,791,2786,2096.36250466619,3.52212389380531
"1295","201710-283",1877598.875,"201710","283","2017",31.9,22,0,0,1,0,29,88,0,0,140,0.247863247863248,"ALEYAS",51,1,0,31,0,0,6,0,94,183,1690,1111.00525147929,9.23497267759563
"1296","201710-284",3133368.282,"201710","284","2017",31.9,51,0,0,7,0,7,2,0,0,67,0.777777777777778,"AL TTAY",3,19,0,0,0,0,21,5,45,93,805,3892.38295900621,8.65591397849462
"1297","201710-311",6356246.432,"201710","311","2017",31.9,82,0,1,27,4,0,0,0,0,114,NA,"AL SHINDAGHA",0,0,0,0,0,0,14,0,0,14,2,3178123.216,0.142857142857143
"1298","201710-312",60190588.69,"201710","312","2017",31.9,7087,0,1,52,0,7524,20,1,0,14685,0.997216699801193,"AL SOUQ AL KABEER",3,536,0,0,0,64,227,0,1,831,44783,1344.04994506844,53.8904933814681
"1299","201710-313",31653538.685,"201710","313","2017",31.9,803,0,0,13,0,5677,33,0,0,6526,0.994220665499124,"AL HAMRIYA",2,324,0,0,0,20,18,0,0,364,31957,990.504073755359,87.793956043956
"1300","201710-314",11249856.624,"201710","314","2017",31.9,229,0,0,11,0,1251,8,0,0,1499,0.993645750595711,"UMM HURAIR FIRST",0,36,0,4,0,0,45,0,0,85,5118,2198.09625322392,60.2117647058824
